@relation 'R_data_frame-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-6,8,11-12-fr.unice.i3s.rockflows.experiments.weka.CfsSubsetFilter'

@attribute V2 numeric
@attribute V3 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V8 numeric
@attribute V11 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.265,0.36,0.034,15,0.9913,11.4,7
0.36,0.46,0.038,4,0.9956,10.1,4
0.34,0.66,0.046,26,0.9979,8.8,6
0.25,0.37,0.06,52,0.9975,9.1,5
0.12,0.32,0.054,64,0.9962,9.4,5
0.21,0.24,0.05,55,0.997,9.4,5
0.305,0.4,0.059,44,1,9,5
0.25,0.37,0.06,52,0.9975,9.1,5
0.13,0.32,0.051,34,0.9974,9.2,6
0.12,0.32,0.054,64,0.9962,9.4,5
0.23,0.35,0.04,60,0.999,9.1,6
0.23,0.35,0.04,60,0.999,9.1,6
0.33,0.28,0.051,37,0.9927,10.3,5
0.17,0.54,0.082,64,0.9959,8.8,6
0.27,0.46,0.052,45,1,8.9,5
0.31,0.5,0.056,68,0.9982,9.2,5
0.41,0.34,0.049,29,0.9968,9.1,5
0.41,0.34,0.049,29,0.9968,9.1,5
0.485,0,0.065,8,0.994,9.7,4
0.31,0.24,0.041,25,0.9914,11.3,6
0.14,0.4,0.035,16,0.9911,11.8,6
0.31,0.5,0.056,68,0.9982,9.2,5
0.32,0.48,0.06,57,0.9982,9.2,5
0.36,0.04,0.046,21,0.9934,10.2,5
0.24,0.32,0.054,42,0.9984,8.8,5
0.16,0.31,0.059,31,0.9952,9.7,5
0.19,0.28,0.058,14,0.9952,9.1,6
0.13,0.47,0.092,40,0.9928,9.8,6
0.19,0.36,0.026,63,0.9912,11,6
0.39,0.23,0.033,29,0.994,10.5,5
0.24,0.32,0.038,48,0.9958,9.7,7
0.3,0.56,0.044,47,0.9924,10.9,7
0.3,0.56,0.046,46,0.9924,10.9,6
0.26,0.25,0.02,7,0.994,10.6,5
0.24,0.32,0.038,48,0.9958,9.7,7
0.425,0.4,0.038,59,0.9979,9,5
0.24,0.27,0.035,46,0.9982,9.2,5
0.27,0.22,0.034,55,0.9961,8.9,5
0.27,0.31,0.036,44,0.9979,9.6,5
0.23,0.4,0.027,36,0.992,10.7,6
0.37,0.67,0.045,49,0.9975,8.7,5
0.19,0.36,0.035,30,0.9917,10.8,7
0.28,0.39,0.029,18,0.9923,11.8,6
0.31,0.34,0.045,20,0.9927,10.2,5
0.37,0.67,0.045,49,0.9975,8.7,5
0.21,0.4,0.039,38,0.992,10.8,6
0.21,0.41,0.036,24,0.9947,9.7,6
0.2,0.4,0.037,19,0.9921,11.2,6
0.255,0.37,0.04,37,0.9905,10.9,6
0.16,0.27,0.044,53,0.9918,10.1,6
0.595,0.14,0.058,15,0.9951,9,4
0.34,0.33,0.034,19,0.9917,12,7
0.25,0.3,0.054,23,0.994,9.4,6
0.22,0.38,0.043,46,0.9934,11.5,7
0.18,0.46,0.055,58,0.9968,9.9,6
0.25,0.3,0.054,23,0.994,9.4,6
0.18,0.41,0.048,41,0.9919,10.4,5
0.23,0.4,0.049,12,0.9966,9.7,6
0.24,0.42,0.066,48,0.9979,8.9,6
0.24,0.42,0.066,48,0.9979,8.9,6
0.32,0.24,0.036,38,0.9898,12.4,7
0.44,0.04,0.036,43,0.9894,12.1,8
0.44,0.04,0.036,43,0.9894,12.1,8
0.32,0.24,0.036,38,0.9898,12.4,7
0.22,0.56,0.055,27,0.998,9.1,5
0.36,0.3,0.049,14,0.9932,10.6,5
0.24,0.42,0.066,48,0.9979,8.9,6
0.24,0.35,0.05,64,0.997,9.5,5
0.23,0.36,0.051,72,0.9972,9.8,5
0.27,0.46,0.048,39,0.9974,9.6,6
0.46,0.18,0.034,25,0.9896,12.6,7
0.29,0.31,0.055,20,0.9968,9.3,5
0.42,0.48,0.034,5,0.9958,10,5
0.3,0.46,0.066,29,0.9906,12.7,6
0.19,0.45,0.045,17,0.9917,11,6
0.48,0.37,0.037,4,0.9902,11.4,4
0.22,0.43,0.038,31,0.9918,11.5,7
0.27,0.31,0.051,33,0.999,10.2,5
0.23,0.4,0.04,50,0.9927,11.4,6
0.32,0.47,0.044,19,0.991,12.6,4
0.23,0.3,0.054,57,0.9972,9.4,5
0.67,0.07,0.06,9,0.9931,8.7,4
0.25,0.32,0.049,41,0.995,9.2,6
0.33,0.31,0.048,42,0.9951,9.3,6
0.34,0.15,0.053,61,0.9936,9.2,5
0.28,0.4,0.048,48,1.001,8.7,5
0.27,0.4,0.05,64,0.9979,9.6,6
0.26,0.56,0.043,64,0.997,9.3,5
0.29,0.56,0.043,66,0.9972,9.3,5
0.24,0.41,0.04,49,0.9954,9.9,6
0.3,0.23,0.038,42,0.9924,11,5
0.53,0.35,0.034,26,0.9906,12.7,8
0.28,0.28,0.047,54,0.9962,8.9,4
0.28,0.28,0.052,55,0.9962,8.9,6
0.28,0.4,0.048,48,1.001,8.7,5
0.28,0.36,0.045,28,0.9928,11.4,6
0.15,0.34,0.055,34,0.9942,9.6,5
0.29,0.44,0.2,75,0.9942,9.1,5
0.3,0.45,0.197,76,0.9942,9.1,6
0.29,0.44,0.197,75,0.9942,9.1,5
0.26,0.24,0.052,54,0.9961,8.9,5
0.32,0.24,0.05,52,0.998,8.8,5
0.26,0.24,0.052,54,0.9961,8.9,5
0.27,0.26,0.049,55,0.9984,9.3,5
0.32,0.24,0.05,52,0.998,8.8,5
0.54,0.32,0.05,53,0.9973,9.6,5
0.26,0.34,0.034,39,0.9949,12,6
0.28,0.35,0.053,36,0.9924,10.2,4
0.21,0.5,0.042,45,0.9972,8.8,5
0.16,0.32,0.045,38,0.9958,9.2,5
0.44,0.88,0.049,20,0.9968,9.9,4
0.57,0.29,0.04,15,0.9938,10.2,5
0.4,0.31,0.048,23,0.993,9.5,6
0.245,0.25,0.032,12,0.994,10.5,5
0.18,0.38,0.038,35,0.9918,11.2,7
0.16,0.32,0.045,38,0.9958,9.2,5
0.13,0.29,0.051,31,0.9944,9.7,6
0.25,0.25,0.03,35,0.9912,11.1,7
0.26,0.24,0.044,55,0.9961,9.4,5
0.27,0.36,0.036,45,0.9939,11,5
0.26,0.24,0.044,55,0.9961,9.4,5
0.28,0.24,0.044,60,0.9989,9.4,5
0.23,0.36,0.036,43,0.9938,11,5
0.27,0.36,0.036,45,0.9939,11,5
0.685,0.21,0.07,33,0.9971,9.1,6
0.25,0.25,0.03,35,0.9912,11.1,7
0.19,0.3,0.043,33,0.9936,9.1,6
0.495,0.22,0.046,31,0.9929,10.4,6
0.24,0.41,0.046,39,0.9998,8.7,5
0.17,0.32,0.048,41,0.9938,9.7,6
0.25,0.32,0.041,66,0.9969,9.1,6
0.17,0.32,0.048,41,0.9938,9.7,6
0.24,0.41,0.046,39,0.9998,8.7,5
0.64,0.08,0.062,26,0.9972,8.9,4
0.28,0.4,0.041,38,0.9976,9.6,6
0.27,0.39,0.039,49,0.9976,9.5,6
0.23,0.38,0.058,55,0.9979,9,6
0.23,0.38,0.058,55,0.9979,9,6
0.23,0.38,0.058,55,0.9979,9,6
0.23,0.38,0.058,55,0.9979,9,6
0.52,0.32,0.044,54,0.9972,9.6,6
0.26,0.59,0.037,40,0.9918,11.1,7
0.25,0.21,0.039,28,0.9982,9.6,6
0.32,0.23,0.05,49,0.9985,8.7,5
0.31,0.26,0.031,23,0.9944,10.4,5
0.21,0.37,0.026,23,0.9903,11.4,7
0.24,0.34,0.047,64.5,0.9934,9.7,6
0.4,0.56,0.043,40,0.9975,8.7,5
0.18,0.36,0.038,20,0.9923,11.3,6
0.21,0.27,0.03,26,0.99,12.6,7
0.2,0.27,0.031,12,0.9905,10.9,7
0.19,0.26,0.03,12,0.9905,10.9,7
0.41,0.14,0.037,18,0.996,10,5
0.21,0.28,0.053,40,0.9964,10,4
0.26,0.21,0.074,41,0.998,9.8,3
0.4,0.56,0.043,40,0.9975,8.7,5
0.24,0.44,0.029,5,0.9913,11.7,3
0.24,0.39,0.054,37,0.9932,9.3,6
0.26,0.39,0.04,45,0.9935,9.6,8
0.35,0.3,0.035,8,0.9927,11,7
0.35,0.3,0.035,8,0.9927,11,7
0.23,0.39,0.032,23,0.9912,11.8,6
0.36,0.38,0.037,3,0.9904,11.4,4
0.115,0.35,0.048,36,0.9939,10.2,6
0.29,0.4,0.043,36,0.9996,8.9,5
0.28,0.4,0.036,15,0.9944,10.2,5
0.29,0.4,0.045,66,0.9977,9.6,6
0.24,0.35,0.038,22,0.9912,10.6,6
0.29,0.4,0.043,36,0.9996,8.9,5
0.32,0.26,0.053,32,0.9965,9.2,6
0.58,0.07,0.043,34,0.9944,9.7,5
0.585,0.07,0.044,34,0.9945,9.7,6
0.59,0.07,0.045,36,0.9944,9.7,6
0.32,0.26,0.053,32,0.9965,9.2,6
0.6,0.07,0.044,33,0.9944,9.7,5
0.25,0.26,0.051,44,0.9972,9.3,5
0.58,0.3,0.057,30,0.9949,9,5
0.29,0.54,0.046,59,0.9966,9.5,5
0.19,0.41,0.046,51,0.9954,9.8,6
0.2,0.41,0.044,50,0.9954,9.8,6
0.26,0.4,0.042,9,0.9915,10.6,5
0.32,0.34,0.044,14,0.9919,10.6,4
0.3,0.49,0.036,17,0.9916,12.4,7
0.24,0.36,0.034,22,0.99,12.6,8
0.31,0.58,0.039,36,0.9909,12.3,8
0.44,0.37,0.047,46,0.9938,10.5,4
0.34,0.3,0.054,51,0.9982,9.3,5
0.35,0.24,0.055,46,0.9988,8.8,5
0.32,0.25,0.056,47,0.9961,8.8,5
0.28,0.33,0.053,51,0.9978,9.7,6
0.23,0.39,0.058,49,0.9979,9,7
0.23,0.39,0.058,49,0.9979,9,7
0.23,0.39,0.058,49,0.9979,9,7
0.23,0.39,0.058,49,0.9979,9,7
0.15,0.31,0.041,53,0.9945,10.5,6
0.28,0.42,0.066,53,1,9.1,5
0.28,0.22,0.041,26,0.9957,9.8,7
0.59,0.38,0.066,34,0.9968,8.5,3
0.33,0.27,0.046,34,0.9934,9.4,6
0.39,0.7,0.045,33,0.9976,9.4,5
0.19,0.46,0.041,82,0.9932,11.2,7
0.17,0.44,0.046,65,0.997,10,6
0.17,0.5,0.043,27,0.9923,10.3,6
0.41,0,0.063,36,0.9914,10.8,6
0.2,0.35,0.05,12,0.992,10.5,6
0.41,0,0.063,36,0.9914,10.8,6
0.29,0.21,0.055,42,0.9914,11.1,6
0.41,0.24,0.057,41,0.9949,9.9,6
0.41,0.24,0.057,41,0.9949,9.9,6
0.43,0.24,0.058,40,0.995,9.9,5
0.4,0.24,0.058,41,0.995,9.9,6
0.33,0.27,0.036,30,0.9927,10.4,7
0.31,0.26,0.037,36,0.9928,10.4,6
0.36,0.27,0.035,16,0.9917,11.5,7
0.55,0.14,0.032,35,0.9918,12.5,8
0.25,0.41,0.042,37,0.9954,10,6
0.36,0.21,0.038,51,0.9941,10,6
0.34,0.21,0.04,50,0.9941,10,5
0.28,0.6,0.132,42,0.9934,9.1,6
0.25,0.34,0.031,34,0.9927,10.6,6
0.24,0.35,0.031,36,0.9938,10.5,5
0.3,0.47,0.03,19,0.9933,11.5,7
0.125,0.25,0.04,10,0.9934,10.1,6
0.1,0.24,0.041,15,0.9927,10.3,7
0.24,0.35,0.031,36,0.9938,10.5,5
0.25,0.34,0.031,34,0.9927,10.6,6
0.28,0.44,0.031,35,0.9946,10.4,6
0.41,0.51,0.046,11,0.993,11.4,5
0.27,0.31,0.057,131,0.9946,10.5,5
0.26,0.41,0.04,38,0.9976,10,6
0.34,0.23,0.039,37,0.9944,10,6
0.28,0.35,0.042,55,0.9978,9.6,6
0.21,0.41,0.036,33,0.992,10.4,5
0.32,0.35,0.03,34,0.9912,12.5,8
0.24,0.34,0.032,37,0.9927,10.6,5
0.23,0.3,0.033,16,0.9906,11.8,6
0.28,0.34,0.038,30,0.9954,9.8,5
0.26,0.26,0.031,12,0.9923,10.8,5
0.23,0.3,0.033,16,0.9906,11.8,6
0.23,0.33,0.036,15,0.991,11.2,6
0.27,0.27,0.045,55,0.9972,9.3,6
0.26,0.4,0.047,12,0.9945,10.4,5
0.18,0.35,0.049,49,0.9934,10.2,7
0.2,0.43,0.045,27,0.9964,9,7
0.24,0.36,0.047,17,0.9948,10,6
0.26,0.42,0.044,30,0.9962,9.1,6
0.31,0.47,0.053,46,0.9931,10,5
0.29,0.47,0.052,47,0.993,10,6
0.145,0.33,0.05,33,0.9942,9.6,6
0.34,0.1,0.031,20,0.9906,11.2,7
0.19,0.41,0.056,75,0.9995,8.8,6
0.18,0.46,0.052,38,0.998,10,6
0.17,0.45,0.054,56,0.997,10,5
0.12,0.36,0.044,47,0.9914,11.4,7
0.33,0.4,0.038,32,0.992,11.9,7
0.335,0.3,0.071,27,0.9924,9.6,6
0.33,0.4,0.038,32,0.992,11.9,7
0.4,0.42,0.047,38.5,0.9937,9.6,6
0.22,0.37,0.063,48,0.9978,9,6
0.22,0.37,0.063,48,0.9978,9,6
0.36,0.33,0.05,24,0.9927,9.5,6
0.2,0.39,0.05,19,0.994,10.4,6
0.24,0.34,0.04,43,0.9935,10.6,6
0.24,0.32,0.047,54,0.9968,10.2,6
0.365,0.14,0.055,24,0.9941,8.9,5
0.15,0.3,0.05,40,0.9942,9.7,6
0.22,0.37,0.063,48,0.9978,9,6
0.16,0.4,0.037,18,0.9923,11.4,7
0.26,0.32,0.028,29,0.9912,12.3,7
0.18,0.27,0.089,40,0.9923,10.8,6
0.33,0.21,0.053,39,0.9927,9.4,6
0.29,0.48,0.049,36,0.9931,10.6,6
0.39,0.35,0.044,26,0.9941,11.6,5
0.33,0.21,0.053,39,0.9927,9.4,6
0.29,0.48,0.049,36,0.9931,10.6,6
0.905,0.19,0.048,17,0.9934,10,5
0.27,0.27,0.048,30,0.9936,9.2,6
0.33,0.22,0.027,18,0.9893,12.5,7
0.33,0.22,0.027,18,0.9893,12.5,7
0.31,0.28,0.037,12,0.9919,10.4,7
0.2,0.44,0.045,21,0.9924,10,7
0.32,0.5,0.049,17,0.9927,10,6
0.31,0.28,0.037,12,0.9919,10.4,7
0.2,0.44,0.045,21,0.9924,10,7
0.28,0.26,0.046,48,0.9975,9,6
0.35,0.28,0.051,26,0.9969,9.2,6
0.27,0.27,0.048,30,0.9936,9.2,6
0.36,0.39,0.027,20,0.991,11.3,7
0.33,0.22,0.027,18,0.9893,12.5,7
0.17,0.56,0.026,24,0.9906,10.8,7
0.39,0.35,0.04,82.5,0.9941,10.1,5
0.21,0.32,0.047,29,0.995,9.7,6
0.3,0.38,0.032,60,0.9983,9.3,7
0.3,0.38,0.032,60,0.9983,9.3,7
0.36,0.32,0.031,13,0.9916,10.6,5
0.55,0.15,0.031,19,0.9957,10.2,6
0.24,0.43,0.021,20,0.99,12.2,6
0.37,0.51,0.044,62,0.9976,8.8,5
0.27,0.12,0.04,87,0.992,10,5
0.28,0.42,0.031,30,0.9917,11.4,5
0.2,0.4,0.037,35,0.9917,11.4,6
0.26,0.27,0.048,52,0.9993,9.4,5
0.19,0.42,0.032,32,0.9908,11.7,6
0.2,0.4,0.037,35,0.9917,11.4,6
0.37,0.51,0.044,62,0.9976,8.8,5
0.35,0.07,0.069,22,0.9934,9.2,5
0.27,0.31,0.046,55,1,8.7,5
0.22,0.31,0.035,33,0.9918,12.6,6
0.27,0.12,0.04,87,0.992,10,5
0.28,0.34,0.031,40,0.9896,12.8,7
0.49,0.24,0.049,13,0.9932,9.4,5
0.14,0.39,0.044,26,0.992,10.3,6
0.28,0.42,0.031,30,0.9917,11.4,5
0.25,0.39,0.038,42,0.9999,9,6
0.28,0.36,0.04,38,0.998,9.6,6
0.19,0.39,0.036,32,0.9918,10.5,5
0.19,0.39,0.036,32,0.9918,10.5,5
0.25,0.39,0.038,42,0.9999,9,6
0.28,0.36,0.04,38,0.998,9.6,6
0.21,0.27,0.041,27,0.9927,9.8,6
0.26,0.22,0.047,57,0.9959,9,5
0.21,0.27,0.041,27,0.9927,9.8,6
0.31,0.28,0.05,33,0.9929,10.5,6
0.22,0.31,0.03,41,0.9898,12.7,7
0.21,0.28,0.045,37,0.9954,10.4,6
0.21,0.28,0.045,37,0.9954,10.4,6
0.21,0.28,0.045,37,0.9954,10.4,6
0.23,0.38,0.047,47,0.9954,10.5,7
0.21,0.28,0.045,37,0.9954,10.4,6
0.21,0.28,0.045,37,0.9954,10.4,6
0.29,0.5,0.053,48,0.9974,9.4,5
0.21,0.27,0.051,20,0.9936,9.1,5
0.31,0.47,0.056,54,0.9978,9.3,5
0.29,0.5,0.053,48,0.9974,9.4,5
0.34,0.1,0.048,19,0.9927,9.8,5
0.155,0.34,0.045,73.5,0.9934,9.9,7
0.55,0.09,0.108,16,0.9938,9.2,4
0.23,0.36,0.028,31,0.9922,12.1,8
0.2,0.37,0.027,24,0.992,12.2,7
0.28,0.32,0.042,23,0.9935,9.8,5
0.16,0.32,0.035,49,0.9906,12.4,8
0.155,0.34,0.045,73.5,0.9934,9.9,7
0.35,0.04,0.06,23,0.9934,9.2,5
0.22,0.37,0.028,24,0.9913,11.6,7
0.38,0.2,0.033,25,0.9938,10.4,6
0.25,0.28,0.026,54,0.9898,12.9,8
0.52,0.44,0.048,54,0.9975,9.3,6
0.24,0.36,0.031,40,0.9975,11,6
0.32,0.32,0.038,16,0.9937,11.5,3
0.28,0.27,0.054,30,0.9914,12.4,5
0.41,0.24,0.048,24,0.9982,9.8,6
0.41,0.24,0.048,24,0.9982,9.8,6
0.28,0.29,0.052,34,0.9929,10.5,7
0.6,0.2,0.07,21,0.9971,9.1,5
0.2,0.25,0.038,34,0.9921,10.1,5
0.46,0.14,0.042,27,0.9931,10.6,7
0.27,0.27,0.046,32,0.9924,10.5,7
0.28,0.29,0.052,34,0.9929,10.5,7
0.41,0.24,0.048,24,0.9982,9.8,6
0.23,0.31,0.022,11,0.9892,12.9,7
0.21,0.27,0.056,26,0.9956,9.5,5
0.37,0.32,0.053,31,0.9924,9.8,6
0.43,0.35,0.059,83,0.9971,8.5,5
0.21,0.27,0.056,26,0.9956,9.5,5
0.25,0.29,0.047,40,0.9982,9.3,5
0.25,0.19,0.047,50,0.9973,9.5,5
0.32,0.21,0.044,15,0.9932,9.4,6
0.39,0.62,0.047,66,0.9976,8.7,5
0.21,0.58,0.081,34,0.9962,8.9,5
0.14,0.32,0.039,54,0.9956,9.4,6
0.32,0.21,0.044,15,0.9932,9.4,6
0.39,0.62,0.047,66,0.9976,8.7,5
0.29,0.53,0.047,59,0.9992,9.6,5
0.37,0.7,0.039,21,0.9983,9.3,6
0.38,0.34,0.036,34,0.9937,10,5
0.24,0.29,0.023,19,0.99,12.5,6
0.17,0.31,0.034,34,0.9944,9.6,7
0.16,0.22,0.03,30,0.9938,9.4,6
0.24,0.51,0.029,55,0.9965,9.5,5
0.28,0.36,0.028,42,0.9893,12.4,7
0.22,0.28,0.037,29,0.9927,10.5,6
0.55,0.13,0.073,21,0.994,9.2,6
0.22,0.33,0.041,67,0.9928,10.4,6
0.47,0.34,0.043,31,0.9964,9.2,5
0.36,0.41,0.047,45,0.9917,10.6,6
0.25,0.24,0.044,41,0.9972,9.5,5
0.47,0.34,0.043,31,0.9964,9.2,5
0.37,0.3,0.346,79,0.9954,9.6,5
0.18,0.38,0.028,36,0.993,9.7,6
0.16,0.37,0.025,43,0.9928,9.7,6
0.34,0.28,0.035,32,0.9916,10.7,6
0.29,0.29,0.045,53,0.9936,10.5,6
0.26,0.31,0.047,52,0.9962,8.9,6
0.28,0.36,0.035,8,0.9899,12.1,6
0.23,0.39,0.032,12,0.9898,12.7,7
0.19,0.26,0.039,42,0.996,9.9,6
0.19,0.28,0.022,28,0.9907,11.4,6
0.2,0.38,0.04,27,0.994,10.7,6
0.44,0.13,0.025,28,0.9913,12.5,6
0.4,0.62,0.041,70,0.9976,8.6,4
0.23,0.32,0.026,43,0.9904,12.5,6
0.335,0.34,0.04,13,0.992,10,5
0.4,0.62,0.041,70,0.9976,8.6,4
0.28,0.54,0.045,54,0.999,9.5,6
0.19,0.58,0.038,51,0.9975,9.6,6
0.3,0.3,0.038,8,0.9937,9.9,6
0.3,0.29,0.037,8,0.9937,9.9,5
0.18,0.31,0.053,46,0.998,8.9,6
0.18,0.31,0.053,46,0.998,8.9,6
0.51,0.26,0.09,7,0.9944,8.8,5
0.24,0.27,0.048,40,0.9938,10,7
0.62,0.28,0.039,55,0.9907,12,6
0.24,0.27,0.048,40,0.9938,10,7
0.27,0.12,0.041,62,0.9921,10,6
0.34,0.35,0.042,8,0.9908,12.1,6
0.26,0.36,0.04,31,0.9931,11,6
0.36,0.33,0.025,27,0.9915,11.2,6
0.28,0.32,0.036,34,0.9952,10.3,7
0.31,0.26,0.051,28,0.9926,10.4,6
0.18,0.37,0.055,47,0.9934,9.1,5
0.15,0.42,0.045,49,0.992,10.4,6
0.13,0.28,0.05,20,0.9918,10.8,6
0.34,0.34,0.048,7,0.9942,11.7,5
0.19,0.26,0.039,8,0.9942,9.8,5
0.19,0.26,0.039,8,0.9942,9.8,5
0.25,0.4,0.038,22,0.9901,11.4,6
0.36,0.32,0.033,22,0.9898,11.2,6
0.35,0.37,0.038,6,0.9902,11.4,5
0.32,0.39,0.114,24,0.9934,9.2,6
0.31,0.46,0.04,3,0.9906,12.5,4
0.28,0.22,0.034,32,0.9898,12.6,6
0.36,0.02,0.031,24,0.9896,12.2,6
0.19,0.47,0.03,19,0.9922,11.2,6
0.1,0.35,0.048,31,0.9947,9.7,6
0.18,0.48,0.186,64,0.9945,9.3,5
0.25,0.36,0.067,53,0.9976,9,6
0.25,0.36,0.067,53,0.9976,9,6
0.25,0.36,0.067,53,0.9976,9,6
0.345,0.51,0.047,54,0.9987,9.1,5
0.345,0.51,0.047,54,0.9987,9.1,5
0.25,0.36,0.067,53,0.9976,9,6
0.24,0.3,0.045,22,0.992,10.4,5
0.25,0.24,0.053,41,0.9955,9.5,6
0.31,0.31,0.04,10,0.9953,11.4,4
0.46,0.65,0.05,76,0.9976,8.7,5
0.35,0.35,0.045,14,0.992,9.9,6
0.24,0.41,0.036,29,0.9952,9.9,6
0.28,0.17,0.047,49,0.9983,9,6
0.16,0.22,0.04,41,0.9933,10,6
0.26,0.24,0.039,38,0.9958,9.7,6
0.22,0.42,0.052,10,0.9922,11.8,6
0.18,0.31,0.044,30,0.9928,10.2,7
0.46,0.65,0.05,76,0.9976,8.7,5
0.3,0.51,0.05,40,0.9976,9.6,7
0.25,0.34,0.026,31,0.9916,11.3,7
0.28,0.34,0.028,32,0.9901,12.1,7
0.3,0.51,0.05,40,0.9976,9.6,7
0.28,0.34,0.028,32,0.9901,12.1,7
